CARD_0001_BODY;サイランドの若者達は、草原で働きながら勇ましい冒険家として旅立つのを夢見ることがよくある。悲しいことに、彼らが待ち望んだ冒険に出た時、その日1日生き延びる者すら稀である。
CARD_0022_BODY;マーナストの都市に住む人々は、帝国の驚異的な技術によって提供される安全さや快適さを受け入れるため、伝統や自由を諦めることがたびたびある。田舎の人々は都市の人々より気高き理想を信仰しており、自由の名の下で皇帝と戦い続ける。
CARD_0024_BODY;反乱軍が隼をシンボルとした時、帝国軍は最初それを笑っていたが、訓練を受けた反乱軍の隼たちの恐ろしさをすぐに学んだ。
CARD_0030_BODY;温厚なヤクは、草が生えているほとんどの場所で見つけることができる。農民はその土地のヤクと友達になることが多い。彼らはその大きな動物に荷車の運搬や耕作を手伝ってもらい、お礼に牧草と小屋を喜んで提供する。
CARD_0034_BODY;女王マグダーは沢山の友人のおかげで、マーロバルにおける司法制度のほとんどを掌握している。その忠誠に報いるため、女王はお気に入りたちがいかなる違法行為に与しようとしても、違法行為による法的な権利・義務が彼らに及ばないようにする。
CARD_0036_BODY;夫の鉄拳支配を包み込むビロードの手袋。そのような政治的な意味合いが強い結婚だったからといって、愛が失われているわけではないけれども。マグナスが王国騎士団と民衆関係を支配する一方で、マグダーは社会の上流階級を賄賂、諜報、そして時には暗殺によって支配する。
CARD_0040_BODY;「氷河の狐」として知られる、その狡猾な王はマーロバルの193代目の支配者である。建国からの4000年間、マーロバル王家の「偉大な白牡鹿」は度々その黒曜石の要塞から浸出してきた。
CARD_0043_BODY;盗賊の襲撃で家族を失った後、シャーラーは謎に包まれた師の養子となった。師は秘密結社ドラゴンハンターズのリーダーであった。幾年もの訓練ののち、彼女は結社で最も腕の良いハンターとなり、師によって世に送り出された。できるだけ多くの竜を屠り、伝説の「竜の日」を防ぐために。
CARD_0047_BODY;皇帝が金の玉座から支配するマーナストの都市では、小さな荒れ放題の公園がある。その中心には雑草や蔦のからみついた、力強く、美しく、輝く女性の像がある。時間と苔の層の下に隠されて、石に彫り込まれているのは、「悲しみの貴婦人 ラヤ」という言葉である。
CARD_0051_BODY;かつて帝国軍の主力だった執行者が現在のマーナストの田舎をパトロールしている。公式にはティキ族とオードリムの連合を防ぐ名目だが、これらの機械はそれよりも異議を叩き潰したり、反逆拠点を絶ったりするために使われている。
CARD_0052_BODY;マーロバルの貴族は皆王国のいずれかの騎士団に所属する。しかし、最も技術と貢献度の高い者はマーロバル騎士団に所属する。その騎士団は、王の命とその秘密の両方の防衛に割り当てられる。
CARD_0053_BODY;ある日ドラゴンたちが結託し、世界の人間の痕跡を全て消し去るという予言がある。人類はその予言を恐ろしく、回避したいものだと考える一方、他の多くの種族は予言の日を待ち望んでいる。
CARD_0056_BODY;マグナスとマグダーの権力争いにおいて、サルガーは両方の側に立とうとする。いつの日か彼らがお互いに破滅し、玉座が彼の者になることを望んでいるのだ。しかしながら、サルガーは気づいていない。君主はどちらも彼の企みに気づいており、サルガーと彼の野心を意味のない仕事で忙殺し続けるという合意が交わされていたのだ。
CARD_0060_BODY;法廷を掌握しているので、女王マグダーにとって誰かを法的に処刑することは難しくない。しかし、そうできない稀な人物のため、彼女は他のたくさんの方策を用意している。
CARD_0064_BODY;帝国の資源への渇望は全てを消費しつくすほど強く、彼らは土地や住人のことを考えず、たびたび一つの地域のフェアリアを完全に枯渇させる。
CARD_0071_BODY;海はどこもルビーフィッシュの群れに満ちている。しかし、ギャブリアの周辺の水辺ほどに溢れている場所はない。ギャブリアでは海洋と夢の女神アルアのお気に入りの生物として扱われている。
CARD_0083_BODY;トライトンは何年もの間平和に過ごしてきたが、彼らはその平和のぬるま湯につかることはなかった。防壁をほとんど意味のないものに変える、生まれもっての才能に結びついた訓練に打ち込み、彼らは世界で最も偉大な戦士となった。
